"TA_CODE","TA_NAME","TA_DESC","QDIAL","TA_VERSION","STATE","CATEGORY","AREA","TA_CREATE","TA_LASTMOD"
"054WACDV2A","The north Norfolk coast from Old Hunstanton, to and including Cley","The north Norfolk coast at Old Hunstanton, Brancaster, Burnham, Holkham, Wells, Blakeney and Cley","213450","9","A","Flood Alert","East Anglia","2017-06-07","2017-08-02"
"121FWF219","River Wear at Wolsingham","Properties around Attwood Terrace, Ward Terrace, Silver Street, Cooperative Terrace, East End, The Causeway and Riverdale","132702","10","A","Flood Warning","North East","2022-03-28","2022-05-25"
"113FWF2J2C","River Axe (Lower) from Axminster to Axmouth","Riverside properties and roads between Axminster and Axmouth, including Musbury, Whitford Bridge, the A3052 at Colyford and the A35 at Yarty Bridge","162162","10","A","Flood Warning","Devon, Cornwall and the Isles of Scilly","2019-08-19","2019-08-19"
"122FWF818","River Seven at Marton","Properties in the village of Marton including Marton Road and Back Lane","301325","1","A","Flood Warning","Yorkshire","2020-06-23","2020-08-26"
"013FWFD4","River Etherow at Woolley Bridge and Hadfield","properties on the Etherow Industrial Estate, Woolley Bridge Road and Woolley Bridge until Tavern Road.","143150","6","A","Flood Warning","Greater Manchester, Merseyside and Cheshire","2022-06-27","2022-08-24"
"122FWB758","River Ouse at Riccall","Properties on the East bank of the River Ouse near Riccall","135907","2","A","Flood Warning","Yorkshire","2018-02-23","2018-05-23"
"122FWF838","River Wharfe at Cawood Park","Properties in Cawood Park including Ryther Road
","301354","1","A","Flood Warning","Yorkshire","2022-09-28","2022-10-05"
"033WAF306","Lower Tame","Low-lying land and roads between Hopwas and the National Arborteum near Alrewas","052128","11","A","Flood Alert","West Midlands","2020-08-14","2020-08-14"
"122FWF844","River Skirfare at Hawkswick","Properties adjacent to the River Skirfare in Hawkswick","301349","1","A","Flood Warning","Yorkshire","2022-08-30","2022-09-15"
"055FWFWELT04","River Gwash in Oakham","Properties near Barleythorpe Brook including Kestrel Road and Nightingale Way, and properties near the River Gwash including Derwent Drive and Kings Close in Oakham","307145","5","A","Flood Warning","Lincolnshire and Northamptonshire","2022-04-12","2022-05-25"
"064FWF43BellGrn","Pool River at Bell Green and New Beckenham","Pool River at Bell Green and New Beckenham, London Boroughs of Lewisham and Bromley","173909","5","A","Flood Warning","Kent, South London and East Sussex","2016-04-05","2016-07-06"
"122FWF011","River Nidd at Killinghall Business Parks","Killinghall Business Parks and riverside properties situated on the right-hand bank and off Ripon Road","310344","1","A","Flood Warning","Yorkshire","2020-09-17","2020-11-25"
"062WAB36TidCrane","Tidal River Crane","The Tidal River Crane at Twickenham","214000","16","A","Flood Alert","Hertfordshire and North London","2022-10-04","2022-11-02"
"062WAB55BeamRom","Rivers Beam and Rom","The Rivers Beam and Rom at Romford, Hornchurch, Dagenham and Rainham","172918","18","A","Flood Alert","Hertfordshire and North London","2022-10-04","2022-11-02"
"062WAF28MidColne","Middle River Colne","The Middle River Colne at Watford and Rickmansworth including Carpenders Park","172731","19","A","Flood Alert","Hertfordshire and North London","2022-09-30","2022-11-02"
"062WAF28Misbourn","River Misbourne","The River Misbourne at Great Missenden, Amersham and The Chalfonts","172735","14","A","Flood Alert","Hertfordshire and North London","2022-09-30","2022-11-02"
"062WAF28Pinn","River Pinn and Woodridings Stream","The River Pinn and Woodridings Stream at Pinner, Eastcote, Ruislip, Ickenham, Uxbridge and Yiewsley","172711","13","A","Flood Alert","Hertfordshire and North London","2022-10-04","2022-11-02"
"111FWFASK140","River Asker from Askerswell to Bradpole","Properties in Askerswell, Uploders, Yondover and Loders","166006","7","A","Flood Warning","Wessex","2017-11-21","2018-02-22"
"112FWTNOR01","Severn Estuary at Northwick, Old Passage and Northwick Warth areas","Severn Estuary from the Old Severn Bridge to New Passage including low lying properties at Old Passage, Aust Road and Severn Road areas","164294","2","A","Flood Warning","Wessex","2018-03-15","2018-05-23"
"054FWTBT1B","The tidal River Bure from Acle Bridge to Hoveton","The tidal River Bure from Acle Bridge to Hoveton, including Horning and Wroxham","313305","6","A","Flood Warning","East Anglia","2018-06-26","2018-08-22"
"034FWFGDWHITWICK","Grace Dieu Brook at Whitwick and Thringstone","Grace Dieu Brook at Whitwick and Thringstone including junction on Ashby Road and Snarrow's Road","306087","7","A","Flood Warning","East Midlands","2018-04-17","2018-05-23"
"064WAF8LowTeise","River Teise and Lesser Teise area from Horsmonden to Yalding","River Teise and Lesser Teise area from Horsmonden to Yalding, including Claygate, Collier Street and Laddingford","217034","5","A","Flood Alert","Kent, South London and East Sussex","2018-06-12","2018-08-22"
"065WAF102","River Anton","River Anton from Charlton to Fullerton including Andover","216050","4","A","Flood Alert","Solent and South Downs","2018-06-13","2018-08-22"
"112FWFTAV10A","Tetbury Avon at Malmesbury","Park Road, Poole Road, Gloucester Road, Mill Lane and Baskerville","164162","5","A","Flood Warning","Wessex","2016-07-27","2016-10-26"
"112FWFTON10A","River Tone from Waterrow to Taunton","Waterrow Bridge to Silk Mills Bridge including Tracebridge, Greenham, Kittisford Mill, Wellisford, Harpford, Tonedale and Lowmoor Industrial Estates, Tone Green, Longaller and other low lying properties and roads","164009","8","A","Flood Warning","Wessex","2013-03-26","2013-06-19"
"112FWFTON20B","River Tone at Taunton, low lying properties set back from the river","Silk Mills Bridge to Bathpool including Clarence Street, Pollards Way, Greenbrook Terrace, Wood Street, Bridge Street, Staplegrove Road, St James Street and Priorswood Industrial Estate","164210","1","A","Flood Warning","Wessex","2013-03-26","2013-06-19"
"112FWFWEL11B","Wellow Brook and River Somer at Midsomer Norton and Radstock, Riverside, Welton and Mill Road areas","Wellow Brook including Station Road and Welton Hollow in Midsomer Norton and Fortescue Road, Waterloo Road, Pine Court and Mill Road Industrial Estate in Radstock. River Somer including Riverside, Steam Mills, St Chads Green and Somervale School","164234","5","A","Flood Warning","Wessex","2018-01-11","2018-02-21"
"012WACFC","Coast from Formby to Crosby","Formby Point, Hightown, Altcar, North End, Altcar, Meadows and Seaforth Nature Reserve","202049","11","A","Flood Alert","Cumbria and Lancashire","2018-06-15","2018-08-22"
"053WAT601TLCa","Tidal flooding of areas near the Lincolnshire coastline","Tidal flooding of areas near the Lincolnshire coastline from Tetney Haven to Gibraltar Point","207021","4","A","Flood Alert","Lincolnshire and Northamptonshire","2018-06-15","2018-08-23"
"055WAF127TUN","Upper Nene","Low-lying undefended areas of the River Nene between Daventry and Billing. Tributaries may also affect Daventry, Weedon, Badby, Nether Heyford, Bugbrooke, Blisworth, Collingtree, and Moulton","207022","10","A","Flood Alert","Lincolnshire and Northamptonshire","2018-06-15","2018-08-23"
"111WAFALEN","River Allen and tributaries","Tributaries between Wimborne St Giles and Wimborne","210025","12","A","Flood Alert","Wessex","2018-06-21","2018-08-22"
"111WAFAVOM","Middle Avon and tributaries","Tributaries between Salisbury and Ringwood","210027","12","A","Flood Alert","Wessex","2018-06-21","2018-08-22"
"111WAFAVOU","Upper Avon and tributaries","Tributaries between Upavon and Salisbury","210028","12","A","Flood Alert","Wessex","2018-06-21","2018-08-22"
"111WAFBOU","River Bourne and tributaries","Tributaries between Aughton and Laverstock","210029","12","A","Flood Alert","Wessex","2018-06-21","2018-08-22"
"111WAFCALE","River Cale and tributaries","Tributaries between Shalford and Southmarsh and the confluence with the River Stour","210030","4","A","Flood Alert","Wessex","2018-06-21","2018-08-22"
"111WAFEBBL","River Ebble and tributaries","Tributaries between Alvediston and Nunton","045233","3","A","Flood Alert","Wessex","2018-06-21","2018-08-22"
"111WAFFROL","Lower Frome and tributaries","Tributaries between Dorchester and Wareham","210040","14","A","Flood Alert","Wessex","2018-06-21","2018-08-22"
"111WAFFROU","Upper Frome and tributaries","Tributaries between Toller Whelme and Dorchester","210031","14","A","Flood Alert","Wessex","2018-06-21","2018-08-22"
"111WAFPIDD","River Piddle and tributaries","Tributaries between Alton Pancras and Wareham","045133","12","A","Flood Alert","Wessex","2018-06-21","2018-08-22"
"062WAF36Yeadings","Yeading Brooks in London Boroughs of Harrow and Hillingdon","The Yeading Brooks East and West at Ruislip and Harrow","172603","14","A","Flood Alert","Hertfordshire and North London","2022-10-04","2022-11-02"
"065FWF3404","Ovington to Abbots Worthy on the River Itchen","Ovington, Itchen Abbas, and Abbots Worthy on the Upper Itchen","316081","4","A","Flood Warning","Solent and South Downs","2011-07-20","2011-11-03"
"111WAFSTOL","Lower Stour and tributaries","Tributaries between Wimborne and Christchurch","045122","16","A","Flood Alert","Wessex","2018-06-21","2018-08-22"
"121FWF327","Ouseburn at Fencer Hill Park","Properties around The Fairway and Bridge Park","301038","7","A","Flood Warning","North East","2018-01-02","2018-02-21"
"062WAF54Cripsey","Cripsey Brook in Epping Forest District Council","The Cripsey Brook including Thornwood Common, North Weald Bassett, Moreton and Chipping Ongar","172543","16","A","Flood Alert","Hertfordshire and North London","2022-10-04","2022-11-02"
"062WAF54MdRoding","Middle River Roding","The Middle River Roding including Abridge, Loughton and Buckhurst Hill","172549","13","A","Flood Alert","Hertfordshire and North London","2022-10-04","2022-11-02"
"054FWCDV2B","The Norfolk coast from Eccles on Sea, to and including, Winterton-on-Sea","The Norfolk coast at Eccles on Sea, Whimpwell Green, Lessingham, Sea Palling, Waxham, Horsey, Somerton and Winterton-on-Sea","313476","8","A","Flood Warning","East Anglia","2017-05-31","2017-08-02"
"061FWF19Chlgrove","Chalgrove Brook at Chalgrove and Stadhampton","Chalgrove Brook at Chalgrove and Stadhampton","171274","3","A","Flood Warning","Thames","2016-07-28","2016-10-26"
"112FWTSEV02","Severn Estuary at Severn Beach, properties located behind the seafront","New Passage Road and Southworthy Farm areas in New Passage. Salthouse Farm Park, Beach Road, Beach Avenue, Gorse Cover Road, Church Road, Prospect Road, Abbott Road and Severnwood Gardens in Severn Beach","164298","1","A","Flood Warning","Wessex","2012-03-29","2012-06-27"
"123FWF680","Ea Beck at Thorpe Marsh and Almholme","Thorpe Marsh, Almholme and surrounding area including Almholme Lane, Common Lane, and Fordstead Lane","138206","12","A","Flood Warning","Yorkshire","2018-08-29","2018-08-29"
"121FWF326","Ouseburn at Woolsington, Brunton Mill, Great Park and Red House Farm","Properties around Woolsington Bridge, Brunton Lane, Nunnywick Way, Hethpool Court, Bywell Avenue, Haydon Close and Acomb Crescent","301037","9","A","Flood Warning","North East","2021-10-19","2021-11-24"
"123FWF681","River Went at Wentbridge","Wentbridge including Wentbridge Lane, Old Great North Road, Moor Lane and Jackson's Lane","138223","13","A","Flood Warning","Yorkshire","2021-12-15","2022-03-02"
"063FWT23BermI","Tidal Thames from Battersea Power Station to Battersea Bridge","River Thames from Battersea Power Station to Battersea Bridge including Battersea","174229","3","A","Flood Warning","Kent, South London and East Sussex","2019-09-19","2019-12-04"
"033FWF3PERRY","Perry Brook at Perry Barr","Perry Brook at Perry Barr from Queslett Road to Haddon Road","308195","1","A","Flood Warning","West Midlands","2022-06-28","2022-08-24"
"063FWT23City","Tidal Thames from the Limehouse Basin to Blackfriars Bridge","River Thames from the Limehouse Basin to Blackfriar's Bridge including Shadwell, Wapping, St. Katherines Dock and Upper Thames Street","174212","8","A","Flood Warning","Hertfordshire and North London","2019-09-19","2019-12-04"
"012FWFL2C","River Wyre at Kirkland Bridge","Area adjacent to the North bank of the River Wyre at Kirkland Bridge covering properties on The Avenue and the A6","302139","3","A","Flood Warning","Cumbria and Lancashire","2020-12-31","2021-02-17"
"013FWFGM101","Bessy Brook at Lostock","Properties along Sudbury Drive and including parts of Rumworth Road and Regent Road.","305030","2","A","Flood Warning","Greater Manchester, Merseyside and Cheshire","2021-11-04","2021-11-24"
"112FWFBFR20C","Bristol Frome from Stapleton to Bristol Floating Harbour, other properties set back from the river","Eastville including Averay Road, Glenfrome Road and Muller Road. Baptist Mills including Mina Road, Rosebery Avenue, Jubilee Road, Ashley Street, Badminton Road, Franklyn Street, Thomas Street, Hathway Walk, Wade Street and River Street","164242","5","A","Flood Warning","Wessex","2012-03-15","2012-06-27"
"123FWF682","River Went at Topham Ferry, Sykehouse","Topham Ferry, Sykehouse including Chapel Lane from Topham Ferry House to Sunny Manse","138224","12","A","Flood Warning","Yorkshire","2016-05-18","2016-05-18"
"121FWF337","River Derwent at Eddy's Bridge, Leadmill Bridge, Allensford and Shotley Bridge","Properties at Eddy's Bridge, Leadmill Bridge, Allensford and Shotley Bridge","301080","2","A","Flood Warning","North East","2022-04-12","2022-05-25"
"123FWF698","River Don at Stainforth","Stainforth including the area bounded by River Don, Doncaster Road, East Lane, Emerson Avenue, Field Road, Oldfield Crescent, the railway line and the M18 motorway","138493","6","A","Flood Warning","Yorkshire","2015-04-02","2015-06-24"
"123FWF699","River Don at Fishlake","Fishlake including Trundle Lane, Far Bank Lane, East Field Road, Dirty Lane, Main Street, Church Lane, Grove Road, Pinfold Lane, Sour Lane and Wood Lane","138494","8","A","Flood Warning","Yorkshire","2020-09-24","2020-11-25"
"111FWFSWAN910","Swan Brook at Swanage","Victoria Ave, Kings Rd, Chestnut Mew, Church Hill, Springfield Rd, Cornwall Rd, Commerical Rd, Station Rd, Institute Rd, The Square, Shore Rd, High St and Parade in Swanage","166152","9","A","Flood Warning","Wessex","2011-10-20","2011-11-03"
